SN,Date,IDD_CALL_TIMES,SMS_RECEIVE_CNT,SMS_SEND_CNT,CALLING_TIMES,Calling_IMEI ,Called_IMEI ,Missed_IDD_calling,CALLING_DURATION,CALLED_DURATION,IDD_CALLING_TIMES,CELL_COUNT,CALLING_CELL_COUNT,CALLED_CELL_COUNT,IDD_SMS_CNT,IS_FRAUD
10461,20160708,3,0,3,0,0,0,0,0,0,3,0,0,0,3,0
10462,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10463,20160708,0,0,0,1,0,1,0,151,0,0,0,0,0,0,0
10464,20160708,0,0,0,1,0,1,0,98,0,0,0,0,0,0,0
10465,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10466,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
10467,20160708,3,0,3,6,2,6,1,289,0,3,23,23,0,3,0
10468,20160708,0,0,0,2,1,2,0,270,0,0,0,0,0,0,0
10469,20160708,0,0,0,1,0,1,0,74,0,0,0,0,0,0,0
10470,20160708,1,0,1,3,1,3,1,195,0,1,15,15,0,1,0
10471,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10472,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
10473,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10474,20160708,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
10475,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
10476,20160708,0,0,0,3,1,3,1,381,0,0,0,0,0,0,0
10477,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10478,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
10479,20160708,0,0,0,3,1,3,0,249,0,0,0,0,0,0,0
10480,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10481,20160708,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
10482,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10483,20160708,0,0,0,1,0,1,0,99,0,0,0,0,0,0,0
10484,20160708,0,0,0,1,0,1,0,30,0,0,0,0,0,0,0
10485,20160708,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
10486,20160708,0,0,0,5,2,5,1,544,0,0,0,0,0,0,0
10487,20160708,0,0,0,2,1,2,0,146,0,0,0,0,0,0,0
10488,20160708,0,0,0,1,0,1,0,233,0,0,0,0,0,0,0
10489,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
10490,20160708,0,0,0,1,0,1,0,38,0,0,0,0,0,0,0
10491,20160708,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
10492,20160708,0,0,0,2,1,2,0,352,0,0,0,0,0,0,0
10493,20160708,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
10494,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10495,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10496,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10497,20160708,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0
10498,20160708,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
10499,20160708,0,0,0,2,1,2,0,324,0,0,0,0,0,0,0
10500,20160708,0,0,0,1,0,1,0,35,0,0,0,0,0,0,0
10501,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10502,20160708,0,0,0,1,0,1,0,331,0,0,0,0,0,0,0
10503,20160708,0,0,0,2,1,2,0,216,0,0,0,0,0,0,0
10504,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
10505,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10506,20160708,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
10507,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10508,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10509,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10510,20160708,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
10511,20160708,0,0,0,1,0,1,0,56,0,0,0,0,0,0,0
10512,20160708,0,0,0,4,1,4,1,171,0,0,0,0,0,0,0
10513,20160708,0,0,0,1,0,1,0,103,0,0,2,2,0,0,0
10514,20160708,0,0,0,1,0,1,0,219,0,0,0,0,0,0,0
10515,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10516,20160708,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
10517,20160708,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
10518,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
10519,20160708,0,0,0,1,0,1,0,92,0,0,0,0,0,0,0
10520,20160708,0,0,0,2,1,2,0,284,0,0,0,0,0,0,0
10521,20160708,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
10522,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10523,20160708,0,0,0,3,1,3,0,228,0,0,0,0,0,0,0
10524,20160708,0,0,0,2,1,2,0,191,0,0,0,0,0,0,0
10525,20160708,0,0,0,4,1,4,1,644,0,0,0,0,0,0,0
10526,20160708,0,0,0,2,1,2,0,280,0,0,0,0,0,0,0
10527,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10528,20160708,0,0,0,2,1,2,0,255,0,0,0,0,0,0,0
10529,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10530,20160708,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
10531,20160708,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
10532,20160708,0,0,0,1,0,1,0,108,0,0,0,0,0,0,0
10533,20160708,0,0,0,2,1,2,0,410,0,0,0,0,0,0,0
10534,20160708,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
10535,20160708,0,0,0,6,2,6,1,701,0,0,0,0,0,0,0
10536,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10537,20160708,0,0,0,3,1,3,0,100,0,0,15,15,0,0,0
10538,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10539,20160708,0,0,0,1,0,1,0,67,0,0,0,0,0,0,0
10540,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10541,20160708,0,0,0,5,2,5,1,1094,0,0,0,0,0,0,0
10542,20160708,0,0,0,3,1,3,1,148,0,0,0,0,0,0,0
10543,20160708,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
10544,20160708,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0
10545,20160708,0,0,0,1,0,1,0,21,0,0,0,0,0,0,0
10546,20160708,2,0,2,2,1,2,0,95,0,2,4,4,0,2,0
10547,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10548,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10549,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
10550,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10551,20160708,128,0,125,18,6,2,0,240,0,128,1,1,0,125,0
10552,20160708,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
10553,20160708,6,0,5,1,0,1,0,44,0,6,2,2,0,5,0
10554,20160708,0,0,0,5,2,5,1,328,0,0,0,0,0,0,0
10555,20160708,0,0,0,2,1,2,0,251,0,0,0,0,0,0,0
10556,20160708,0,0,0,2,1,2,0,174,0,0,0,0,0,0,0
10557,20160708,0,0,0,3,1,3,0,459,0,0,0,0,0,0,0
10558,20160708,0,0,0,1,0,1,0,24,0,0,0,0,0,0,0
10559,20160708,0,0,0,4,1,4,1,361,0,0,0,0,0,0,0
10560,20160708,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
10561,20160708,125,0,125,20,7,2,0,127,0,125,11,11,0,125,0
10562,20160708,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
10563,20160708,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
10564,20160708,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
10565,20160708,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0
10566,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
10567,20160708,0,0,0,1,0,1,0,304,0,0,0,0,0,0,0
10568,20160708,0,0,0,2,1,2,0,117,0,0,0,0,0,0,0
10569,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10570,20160708,0,0,0,4,1,4,1,456,0,0,0,0,0,0,0
10571,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10572,20160708,0,0,0,1,0,1,0,129,0,0,0,0,0,0,0
10573,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10574,20160708,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
10575,20160708,0,0,0,1,0,1,0,95,0,0,0,0,0,0,0
10576,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
10577,20160708,1,0,1,1,0,1,0,52,0,1,3,3,0,1,0
10578,20160708,0,0,0,1,0,1,0,83,0,0,0,0,0,0,0
10579,20160708,0,0,0,1,0,1,0,38,0,0,0,0,0,0,0
10580,20160708,0,0,0,3,1,3,0,291,0,0,0,0,0,0,0
10581,20160708,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
10582,20160708,0,0,0,2,1,2,0,201,0,0,4,4,0,0,0
10583,20160708,2,0,2,3,1,3,0,147,0,2,11,11,0,2,0
10584,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10585,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10586,20160708,11,0,11,4,1,4,1,407,0,11,12,12,0,11,0
10587,20160708,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
10588,20160708,126,0,126,29,10,3,0,611,0,126,47,47,0,126,0
10589,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10590,20160708,0,0,0,2,1,2,0,173,0,0,13,13,0,0,0
10591,20160708,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
10592,20160708,6,0,6,3,1,3,1,273,0,6,8,8,0,6,0
10593,20160708,0,0,0,1,0,1,0,209,0,0,0,0,0,0,0
10594,20160708,0,0,0,1,0,1,0,12,0,0,0,0,0,0,0
10595,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10596,20160708,0,0,0,2,1,2,0,131,0,0,0,0,0,0,0
10597,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10598,20160708,4,0,4,2,1,2,0,169,0,4,8,8,0,4,0
10599,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10600,20160708,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
10601,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10602,20160708,6,0,6,3,1,3,1,411,0,6,10,10,0,6,0
10603,20160708,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
10604,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10605,20160708,0,0,0,1,0,1,0,86,0,0,4,4,0,0,0
10606,20160708,0,0,0,1,0,1,0,134,0,0,0,0,0,0,0
10607,20160708,1,0,1,6,2,6,1,517,0,1,20,20,0,1,0
10608,20160708,0,0,0,3,1,3,1,206,0,0,0,0,0,0,0
10609,20160708,0,0,0,1,0,1,0,80,0,0,0,0,0,0,0
10610,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10611,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
10612,20160708,0,0,0,2,1,2,0,233,0,0,0,0,0,0,0
10613,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10614,20160708,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
10615,20160708,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
10616,20160708,0,0,0,2,1,2,0,464,0,0,0,0,0,0,0
10617,20160708,0,0,0,1,0,1,0,43,0,0,0,0,0,0,0
10618,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10619,20160708,4,0,4,6,2,6,1,234,0,4,12,12,0,4,0
10620,20160708,0,0,0,1,0,1,0,97,0,0,0,0,0,0,0
10621,20160708,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
10622,20160708,0,0,0,1,0,1,0,26,0,0,0,0,0,0,0
10623,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
10624,20160708,0,0,0,1,0,1,0,13,0,0,0,0,0,0,0
10625,20160708,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
10626,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
10627,20160708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10628,20160708,0,0,0,1,0,1,0,95,0,0,0,0,0,0,0
10629,20160708,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
10630,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
10631,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10632,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10633,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10634,20160708,0,0,0,1,0,1,0,76,0,0,0,0,0,0,0
10635,20160708,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
10636,20160708,0,0,0,1,0,1,0,151,0,0,0,0,0,0,0
10637,20160708,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
10638,20160708,0,0,0,1,0,1,0,121,0,0,0,0,0,0,0
10639,20160708,0,0,0,1,0,1,0,194,0,0,0,0,0,0,0
10640,20160708,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
10641,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
10642,20160708,0,0,0,3,1,3,0,279,0,0,0,0,0,0,0
10643,20160708,0,0,0,1,0,1,0,73,0,0,0,0,0,0,0
10644,20160708,0,0,0,1,0,1,0,25,0,0,0,0,0,0,0
10645,20160708,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
10646,20160708,0,0,0,2,1,2,0,88,0,0,0,0,0,0,0
10647,20160708,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
10648,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
10649,20160708,0,0,0,2,1,2,0,271,0,0,0,0,0,0,0
10650,20160708,9,0,9,5,2,5,1,595,0,9,22,22,0,9,0
10651,20160708,0,0,0,3,1,3,1,734,0,0,0,0,0,0,0
10652,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10653,20160708,0,0,0,1,0,1,0,140,0,0,0,0,0,0,0
10654,20160708,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
10655,20160708,0,0,0,2,1,2,0,195,0,0,0,0,0,0,0
10656,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
10657,20160708,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
10658,20160708,0,0,0,1,0,1,0,19,0,0,0,0,0,0,0
10659,20160708,0,0,0,3,1,3,0,287,0,0,0,0,0,0,0
10660,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10661,20160708,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
10662,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10663,20160708,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
10664,20160708,0,0,0,1,0,1,0,99,0,0,0,0,0,0,0
10665,20160708,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
10666,20160708,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
10667,20160708,0,0,0,2,1,2,0,108,0,0,0,0,0,0,0
10668,20160708,0,0,0,3,1,3,0,81,0,0,0,0,0,0,0
10669,20160708,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
10670,20160708,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0
10671,20160708,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
10672,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10673,20160708,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
10674,20160708,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
10675,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10676,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10677,20160708,0,0,0,1,0,1,0,26,0,0,0,0,0,0,0
10678,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10679,20160708,0,0,0,1,0,1,0,30,0,0,0,0,0,0,0
10680,20160708,0,0,0,1,0,1,0,50,0,0,0,0,0,0,0
10681,20160708,0,0,0,3,1,3,0,288,0,0,0,0,0,0,0
10682,20160708,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
10683,20160708,0,0,0,1,0,1,0,21,0,0,0,0,0,0,0
10684,20160708,0,0,0,2,1,2,0,243,0,0,0,0,0,0,0
10685,20160708,0,0,0,1,0,1,0,94,0,0,0,0,0,0,0
10686,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10687,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10688,20160708,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
10689,20160708,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
10690,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10691,20160708,0,0,0,1,0,1,0,22,0,0,0,0,0,0,0
10692,20160708,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
10693,20160708,0,0,0,3,1,3,0,263,0,0,0,0,0,0,0
10694,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10695,20160708,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
10696,20160708,0,0,0,1,0,1,0,250,0,0,0,0,0,0,0
10697,20160708,0,0,0,1,0,1,0,150,0,0,0,0,0,0,0
10698,20160708,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
10699,20160708,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0
10700,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
10701,20160708,0,0,0,3,1,3,0,281,0,0,0,0,0,0,0
10702,20160708,0,0,1,0,0,0,0,41,0,0,1,1,0,0,0
10703,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10704,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10705,20160708,0,0,0,2,1,2,0,105,0,0,8,8,0,0,0
10706,20160708,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
10707,20160708,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
10708,20160708,0,0,0,1,0,1,0,236,0,0,0,0,0,0,0
10709,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10710,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10711,20160708,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
10712,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10713,20160708,0,0,0,1,0,1,0,95,0,0,0,0,0,0,0
10714,20160708,0,0,0,3,1,3,1,140,0,0,13,13,0,0,0
10715,20160708,0,0,0,1,0,1,0,42,0,0,0,0,0,0,0
10716,20160708,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0
10717,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10718,20160708,0,0,0,1,0,1,0,205,0,0,0,0,0,0,0
10719,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10720,20160708,0,0,0,1,0,1,0,68,0,0,0,0,0,0,0
10721,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10722,20160708,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
10723,20160708,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
10724,20160708,1,0,1,1,0,1,0,42,0,1,7,7,0,1,0
10725,20160708,0,0,0,1,0,1,0,101,0,0,0,0,0,0,0
10726,20160708,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
10727,20160708,2,0,2,2,1,2,0,186,0,2,12,12,0,2,0
10728,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10729,20160708,0,0,0,4,1,4,1,243,0,0,0,0,0,0,0
10730,20160708,0,0,0,1,0,1,0,22,0,0,0,0,0,0,0
10731,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10732,20160708,0,0,0,2,1,2,0,147,0,0,0,0,0,0,0
10733,20160708,0,0,0,2,1,2,0,82,0,0,0,0,0,0,0
10734,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10735,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10736,20160708,0,0,0,1,0,1,0,65,0,0,0,0,0,0,0
10737,20160708,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
10738,20160708,6,0,6,6,2,6,1,480,0,6,29,29,0,6,0
10739,20160708,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10740,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10741,20160708,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
10742,20160708,14,0,14,5,2,5,1,216,0,14,14,14,0,14,0
10743,20160708,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
10744,20160708,0,0,0,1,0,1,0,11,0,0,0,0,0,0,0
10745,20160708,0,0,0,1,0,1,0,123,0,0,0,0,0,0,0
10746,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10747,20160708,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0
10748,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10749,20160708,0,0,0,1,0,1,0,129,0,0,0,0,0,0,0
10750,20160708,0,0,0,1,0,1,0,41,0,0,0,0,0,0,0
10751,20160708,0,0,0,1,0,1,0,178,0,0,0,0,0,0,0
10752,20160708,0,0,0,1,0,1,0,72,0,0,5,5,0,0,0
10753,20160708,0,0,0,1,0,1,0,72,0,0,0,0,0,0,0
10754,20160708,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0
10755,20160708,0,0,0,1,0,1,0,106,0,0,0,0,0,0,0
10756,20160708,0,0,0,1,0,1,0,28,0,0,4,4,0,0,0
10757,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10758,20160708,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
10759,20160708,0,0,0,1,0,1,0,85,0,0,0,0,0,0,0
10760,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10761,20160708,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
10762,20160708,0,0,0,2,1,2,0,198,0,0,0,0,0,0,0
10763,20160708,0,0,0,1,0,1,0,43,0,0,0,0,0,0,0
10764,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10765,20160708,0,0,0,2,1,2,0,406,0,0,0,0,0,0,0
10766,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10767,20160708,0,0,0,2,1,2,0,189,0,0,0,0,0,0,0
10768,20160708,0,0,0,1,0,1,0,64,0,0,0,0,0,0,0
10769,20160708,0,0,0,1,0,1,0,94,0,0,0,0,0,0,0
10770,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10771,20160708,0,0,0,2,1,2,0,95,0,0,0,0,0,0,0
10772,20160708,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
10773,20160708,0,0,0,1,0,1,0,32,0,0,0,0,0,0,0
10774,20160708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10775,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10776,20160708,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
10777,20160708,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
10778,20160708,0,0,0,1,0,1,0,33,0,0,0,0,0,0,0
10779,20160708,0,0,0,1,0,1,0,220,0,0,0,0,0,0,0
10780,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10781,20160708,0,0,0,2,1,2,0,257,0,0,0,0,0,0,0
10782,20160708,15,0,7,3,1,3,1,318,0,15,12,12,0,7,0
10783,20160708,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
10784,20160708,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
10785,20160708,0,0,0,2,1,2,0,231,0,0,0,0,0,0,0
10786,20160708,0,0,0,1,0,1,0,370,0,0,0,0,0,0,0
10787,20160708,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
10788,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10789,20160708,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
10790,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10791,20160708,0,0,0,1,0,1,0,57,0,0,0,0,0,0,0
10792,20160708,0,0,0,4,1,4,1,221,0,0,0,0,0,0,0
10793,20160708,0,0,0,1,0,1,0,206,0,0,0,0,0,0,0
10794,20160708,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
10795,20160708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10796,20160708,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
10797,20160708,0,0,0,2,1,2,0,83,0,0,0,0,0,0,0
10798,20160708,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
10799,20160708,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
10800,20160708,0,0,0,1,0,1,0,71,0,0,0,0,0,0,0
10801,20160708,0,0,0,1,0,1,0,87,0,0,0,0,0,0,0
10802,20160708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10803,20160708,0,0,0,1,0,1,0,80,0,0,0,0,0,0,0
10804,20160708,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
10805,20160708,0,0,0,2,1,2,0,119,0,0,0,0,0,0,0
10806,20160708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10807,20160708,0,0,0,2,1,2,0,257,0,0,0,0,0,0,0
10808,20160708,0,0,0,3,1,3,0,155,0,0,0,0,0,0,0
10809,20160708,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
10810,20160708,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
10811,20160708,0,0,0,1,0,1,0,68,0,0,0,0,0,0,0
10812,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
10813,20160708,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10814,20160708,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
10815,20160708,0,0,0,1,0,1,0,297,0,0,0,0,0,0,0
10816,20160708,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0
10817,20160708,0,0,0,1,0,1,0,89,0,0,0,0,0,0,0
10818,20160708,15,0,15,14,5,2,0,1388,0,15,60,60,0,15,0
10819,20160708,0,0,0,2,1,2,0,341,0,0,0,0,0,0,0
10820,20160708,0,0,0,3,1,3,0,427,0,0,0,0,0,0,0
10821,20160708,0,0,0,3,1,3,1,176,0,0,8,8,0,0,0
10822,20160708,2,0,2,1,0,1,0,59,0,2,4,4,0,2,0
10823,20160708,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0
10824,20160708,0,0,0,1,0,1,0,129,0,0,0,0,0,0,0
10825,20160708,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
10826,20160708,0,0,0,1,0,1,0,155,0,0,0,0,0,0,0
10827,20160708,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
10828,20160708,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10829,20160708,0,0,0,4,1,4,1,267,0,0,16,16,0,0,0
10830,20160708,0,0,0,1,0,1,0,47,0,0,0,0,0,0,0
10831,20160708,0,0,0,3,1,3,1,1502,0,0,0,0,0,0,0
10832,20160708,0,0,0,1,0,1,0,118,0,0,0,0,0,0,0
10833,20160708,0,0,0,1,0,1,0,179,0,0,0,0,0,0,0
